(114, 0) U (35, 50) D
(149, 65) R (184, 100) D
(165, 114) L
                                                                                                    ..........#.#...........#.#...#..#......#.#.......                                                  
                                                                                                    ##..#..........#........#....#..............#.....                                                  
                                                                                                    .....#..........................#.........#..##...                                                  
                                                                                                    .....#............................................                                                  
                                                                                                    ....#.....................#..#.........#..#.......                                                  
                                                                                                    ...........................#..........#..#....#...                                                  
                                                                                                    .......#..........#...................#...........                                                  
                                                                                                    ......#.....#.......#.............#...............                                                  
                                                                                                    ..#......#...#........................#...........                                                  
                                                                                                    .##........##..#......#..........#.......#...#..#.                                                  
                                                                                                    .#................##........#..............#.#..#.                                                  
                                                                                                    ......................##......#....#........#.##..                                                  
                                                                                                    #..................###...#........#...............                                                  
                                                                                                    ....#.....#....#..#..#......#.......#.............                                                  
                                                                                                    ........#.....#.......#......##..........#........                                                  
                                                                                                    ........#.............#..........#..##.....#......                                                  
                                                                                                    .........................#.............#......#...                                                  
                                                                                                    #.............#...................................                                                  
                                                                                                    ........#.#......#........................#....#.>                                                  
                                                                                                    ................................#.................                                                  
                                                                                                    .......#........#..#....#.....#.#.................                                                  
                                                                                                    .........#.........#..............................                                                  
                                                                                                    .................#....#..........................#                                                  
                                                                                                    .#...#........................#...#..#............                                                  
                                                                                                    .......##....#.#....................#...#.....#..#                                                  
                                                                                                    ......#..#......................#.#...#.#.........                                                  
                                                                                                    ............#....##...........#..........#.......#                                                  
                                                                                                    ..#....................#...#.........#.#.....#....                                                  
                                                                                                    ..............#..#......##.......#....#.......#...                                                  
                                                                                                    ......##..#..........#........#...................                                                  
                                                                                                    .........................#.....##...##....#.......                                                  
                                                                                                    ......#.....#..................#.....#.......#.#..                                                  
                                                                                                    ......#.#..#.................#....................                                                  
                                                                                                    ...#.....#.....#............#.....................                                                  
                                                                                                    ......#........##.#..#..........#....##.#......#..                                                  
                                                                                                    ...#.#...........................#....#.....#.....                                                  
                                                                                                    .....................#.#.#........................                                                  
                                                                                                    ....#....#...................................#....                                                  
                                                                                                    ................#...#............#.#...#..#.......                                                  
                                                                                                    ...........................#....#.............#...                                                  
                                                                                                    ...#.................#..#.....#.............#.....                                                  
                                                                                                    ................#.......#.........#....#.......#..                                                  
                                                                                                    ....##.#........#...#.........#...................                                                  
                                                                                                    .#......#...............#.....#.............#.....                                                  
                                                                                                    ................#.....##.......#...........#..#...                                                  
                                                                                                    ...#......#..#......#....#........................                                                  
                                                                                                    .#...........#................#..#................                                                  
                                                                                                    .....#...........#..............#...#......#.##...                                                  
                                                                                                    #..#.............................#......#.....#...                                                  
                                                                                                    #.................#....#..........#.....#.........                                                  
...............................#......#.#...#.#........#.#...................#..............#..............#.....#..#........#..#....#...#..#.........                                                  
..#....................................................................#..............#.......##............................#.............##.........#                                                  
.##.#..#...#............#..............#..........#..........................#..###....................#.....#........#......#.......#.#...#..........                                                  
....#............................#........#.......#..............#.......#.................................#..........#...............................                                                  
......#.#............#..........................#..#.##..........#.........#.....#................#.....#..#......................................#<<<                                                  
....#...#........................................#.....#....................#...#..#..........#.#........#..........#..##...#.............#........V.#                                                  
.................#...#.......................#..#...###........................................#....#....#......#..#.#....#.......#.......#........V..                                                  
#...........#..............................#...........#..............................##...........................................................V..                                                  
.......#.................................................##....#.........#.......#.....##......#.......#.....#..............#.............#....#...V.#                                                  
...##......................#......#........##....................#............#.#........#........#...............#.................#............#.V.#                                                  
..#....................#......#...............#..#.......................#.........................................................................V..                                                  
...............#...........#.#.....#....#........#..........#.#..#...##...#...#.....................................#..............##..##........#.V#.                                                  
.....#......#..........#......#..#..................#.............#.....................................#.............................#............V..                                                  
.........................#..............................#......#.............#.........#...........#.....##......#...##.................#.......#..V..                                                  
#.....#.........#.............#.........#...#...#.......................#..#....#.....#.#................#...#.................#...#......#........V..                                                  
...........#.....................#...#...................#.......#...#..............#.........#....#........#.............#..............#.#.......V>>                                                  
.........................##.......#........#..#.....##........##.........###................................#.........#.....................#.........                                                  
.#.................#.......#...................................#...............#............#............#....#.......#..##....#............#.........                                                  
........#..........##....#..........#......#...............#...................#.............#...........................#....###...#..#.#.....#......                                                  
.#.#...#.#..................#..#............#........................#.............................#...#...........#................#.................                                                  
.#.......#...#......#...#.##.#...............##.......................#......................#.......##...#..#...#....#..#..#.........................                                                  
............###.............#...#...............#.#.....#....#...#..#...#................#...............#.........#.#.....#...#..##.......##....#....                                                  
.##...........#..#....#....#...........................................#..##.............................#..#.................#.........#.......#.....                                                  
......#.....#...................................#...............#............#..#.#.................................#...#....................#........                                                  
.##...........#....#..........#......#......#....#.....#...#.#...............#.........................#....#.............#..#......#.................                                                  
......#.#.#....#............#....#..#................#...#...............#.#...#.....#.....#.................#..###.............................#..#..                                                  
...............#.........#................#................#...................#........#..........#.........#...#.........#..........................                                                  
..#...#........#...........#............#.................#.............#...##........#.#..........#........#.......#..........#...#...#......#.......                                                  
...#........#............#........##.......#.#......#...........#.......#..............................##..#.#.....##...............#.#............#..                                                  
.............#.................#.#.......#.............#....#.........#...#...........................#.....................##......#.............#...                                                  
##.......#.#............................#.........#......#...........#...#........................##....#...................#.........................                                                  
..#....#............#.........................#....##......#.........#....#......................#................#...............................#...                                                  
.................#......#......#......#.#........#...............#.....#.......#.........................#.#.....#..........................#.##.#....                                                  
#..........##.....................#....#........................#...............#.#....#.....#.....#.....................#..........#....#....#......#                                                  
.#.......#............................................#.....................#......#....#.....###..#.....................#.....................##.....                                                  
..#...........#................#................#....#...............................#......................#........#.#............#.##..#..#.......#                                                  
.#......#..........................#..#......#..#.#...#.......#....#.................#...................#...............#...#..............#.........                                                  
......#.....#..............#.....#..........#.........#.........##.#...................#..#..#......................#....#.....#......................                                                  
..............#...#.........#..#.......#...#.....#....#........................#...................#.............##..............#....................                                                  
...#.......##.................#....#.......................#........#..........##..#..................#.......#................#.......#...........#..                                                  
.....#....##.........###............#...................#...#................#....#.....#....#.........#............#.............#...................                                                  
........#.......#................#.....................#...##..........#.#...................#..#.#.#........#...............#....##..............#...                                                  
............................................#.......#.#.........#.......#......#.................##..................................#.#.#......#.....                                                  
.......#.......#...................#..#............#...#........#..............................#.............................#.........##......#....#.                                                  
....#.......#..#........#.......................#..#.#...............#.....#.............#.#.......#...#..#........#.#...........#..........#...##.#..                                                  
............#.................#.........#.................#...#......#..................##....#...#............##..##......#.................#......#.                                                  
......#..........#............#....#.......#....#....##.......#..#..................#.....##..............##.#...........................#.......#...#                                                  
....#..#...#..#..........#......#.........#.#.#.........#......#...............#........###.#...................#..#..................................                                                  
##...#..........#.................#........#...................#.#............#....#....#........#.#.............#..................#.......#...#.....                                                  
#.....#................#.#...#............#..#.#...#.....#.......#.#....#.......#......#...##..............................#......................#...                                                  
                                                                                                    ...##......#.................#...........##...#....................#.........#.#....V..........^....
                                                                                                    ....#...#.....#.................................#..................#.#...#.#.#..#...V.........#^....
                                                                                                    ....................#......#...##........#....#...........#..................#....#.V.........#^....
                                                                                                    ...............#..............................##.....................#........#.....V.........#^....
                                                                                                    ..##...#..........................###.............................##..............#.V.#........^...#
                                                                                                    .........#....................#...................#..#..........................#...V..#....#.#<<<<^
                                                                                                    .............#.........#........#....#..................#.........#....#..#..#......V..............^
                                                                                                    .................#...................................................#..##........##V..........#...^
                                                                                                    ##......................................................#......#...#.......#.#..#...V..........#...^
                                                                                                    #.#....##.................................##........#.#......................#..#<<<V............#.^
                                                                                                    ...............#.....#....#........###............#...............#..........###.V..#..............^
                                                                                                    ##.#..##..................#......#.................#....##......#...#............V.........#.#.....^
                                                                                                    ......#........#........#...........#.....#..................#.........#......#..V.........^>>>>>>>>
                                                                                                    #......................#......................#...#.........#.........#.........#V...#.....^......#.
                                                                                                    ..............#..#.....#..#...#.#..........#........#.....#.....#O............#..V.........^........
                                                                                                    ........#.......................#...............#.....#....#.....^...............V.........^#.......
                                                                                                    ..................#....#..#.................#....................^.##............V.#..#...#^........
                                                                                                    ...................#..#..............#........#.....#....#.......^.......#.......V.........^........
                                                                                                    .......##......#......#.#..............#................#.#.....#^.#.............V..##....#^........
                                                                                                    ....#...#.......#....#..........#...#..................#.#.......^..........#....V...#.....^..#...#.
                                                                                                    .#.................................#.#...#...#....#.#....#....#..^...............V.........^.......#
                                                                                                    .#.......##.....................#......#.#..#...............#....^........##..##.V......#..^.....#..
                                                                                                    .....#.....#...#.........................#.....................##<<<<<<<<<^......V.......#.^.#.#....
                                                                                                    ....##...........#.............#........#.#....#.##.......................^......V>>>>>>>#.^..#..#..
                                                                                                    ...........................#.........#....#......#....#...#...............^...#..#...#..V..^........
                                                                                                    .......#....#...........................................#....#............^#.........#..V..^...#.#..
                                                                                                    ......#...#...#........#.............#..#...............#.##..............^..........#..V.#^<<<<<^..
                                                                                                    ............................#............#..#................#........#...^.............V..^.....^.#
                                                                                                    ........#......##....#...................#..........#...............#.....^.............V.#^.....^#.
                                                                                                    .................##......#.......#........................................<<<<<<<<<<<<<<V.#V.....^..
                                                                                                    ..#.....#....#.....................#........#........#..#......##...##........#..#..#...#..##....^.#
                                                                                                    ..........#...............#.................#.........................##.....#......#.#.........#<<<
                                                                                                    .#..#.##.......#..#.........#.........................................#..........#...#......##......
                                                                                                    .........#..##................#.#..#............#.........#.................#..........#.........#..
                                                                                                    #....#...##...##..#....##....#...#.........##....#....#.#.#...............................##........
                                                                                                    .........................#....#...###.............##.......#....................#..#....#........#..
                                                                                                    ....#....##..#...........#.#......#.......................................................#......#..
                                                                                                    ##...............#.#..................#.........#......................#...#...#...#..#..#......#...
                                                                                                    .#.............#......#.............#...........#..#...............##....##....#.#..................
                                                                                                    ............................#.......#....#..#..#..............##......#.........#.........#........#
                                                                                                    .#...................#...##................#.#........#.........#...#....#..........................
                                                                                                    .#.....#...........#.......#........#.#......................#.....#..#...................#.......#.
                                                                                                    ..#...........#........#..#....#.....................#....#.#............................#..........
                                                                                                    .#............#.#.#.#...........#.....##.#.............#..#....#.........#.#....#........##....#....
                                                                                                    ................#................................##...........#......#..#.......#...................
                                                                                                    ..#...................#....#....##...#..................................................##..........
                                                                                                    ....##.......##.....#........#....................#.........#...................#..........#.#......
                                                                                                    ...............#....................#..................................#..................#.....#..#
                                                                                                    ..#...............#....#......#.................#..........#..#...........#............#.....#......
                                                                                                    .....#...#...#...................#.................#..#......#.....#...............#...#.....#......
(114, 165, 2)
